,scores,support
firecomp_L039,5411.100042441778,False
firecomp_L040,9380.000000000036,False
firecomp_L041,4856.9216917187305,False
firecomp_L042,8713.214285713631,False
firecomp_L043,7822.8333333333285,False
firecomp_L044,7622.18750000006,False
firecomp_L045,8338.555555555437,False
firecomp_L046,5648.686111110955,False
firecomp_L047,4834.435421312523,False
firecomp_L048,6428.26282051269,False
firecomp_L049,9386.999999999836,True
firecomp_L050,4630.738949703127,False
firecomp_L051,3879.4550041053803,False
firecomp_L052,6433.964814814698,False
firecomp_L053,6464.355555556098,False
firecomp_L054,5440.602134647664,False
firecomp_L055,3552.7541666664006,False
firecomp_L056,6474.78999999965,False
firecomp_L058,7041.250000000022,False
firecomp_L059,3828.1907029477175,False
firecomp_L061,5259.095023891639,False
firecomp_L076,5775.985773392499,False
firecomp_L077,6304.439697644173,False
firecomp_L078,4905.231944444209,False
firecomp_L079,5674.663696488163,False
firecomp_L080,5514.021652183618,False
firecomp_L081,5826.427588812392,False
firecomp_L082,5131.702538017891,False
firecomp_L083,5384.794636789059,False
firecomp_L084,5416.298045361031,False
firecomp_L085,4453.19717211153,False
firecomp_L086,4780.837217959224,False
firecomp_L087,5215.545918367544,False
firecomp_L101,6524.570833332929,False
firecomp_L102,6987.685416666399,False
firecomp_L103,3203.303379028148,False
firecomp_L104,7598.622916666518,False
firecomp_L105,6874.9610733180325,False
firecomp_L106,5868.475143515598,False
firecomp_L107,5353.230330616479,False
firecomp_L108,7558.972222222143,False
firecomp_L109,4530.177448429047,False
firecomp_L110,8131.866666666276,False
firecomp_L111,5143.432935595214,False
firecomp_L112,4166.0036893707265,False
firecomp_L113,4162.782368537879,False
firecomp_L114,4771.587796233044,False
firecomp_L115,6188.309888829006,False
firecomp_L116,6289.545362717942,False
firecomp_L117,4370.379895147852,False
firecomp_L118,8213.124999999995,False
firecomp_L119,7085.943749999761,False
firecomp_L120,6607.350694444324,False
firecomp_L121,6600.321450616846,False
firecomp_L122,4805.8316431507565,False
firecomp_L123,6131.279166666444,False
firecomp_L124,4765.466190475977,False
firecomp_L125,5579.258957572606,False
firecomp_L126,4272.2673558520955,False
firecomp_L127,4353.29392402445,False
firecomp_L128,6713.176923077067,False
firecomp_L129,5378.906404948126,False
firecomp_L130,4413.925782478399,False
firecomp_L131,5796.405731523691,False
firecomp_L132,4455.445573207457,False
firecomp_L133,4245.209171414327,False
firecomp_L134,5402.354965916043,False
firecomp_L135,4457.953620338954,False
firecomp_L136,3918.0268212566684,False
firecomp_L137,4970.447222222044,False
firecomp_L138,4682.7993611281045,False
firecomp_L140,5512.899502170754,False
firecomp_L142,3162.716810629456,False
firecomp_L143,5368.501335735995,False
firecomp_L144,4141.3070257024665,False
firecomp_L146,5722.087750885337,False
firecomp_L147,5869.274725274753,False
firecomp_L148,6219.668956764361,False
firecomp_L149,3506.2490944341375,False
firecomp_L150,4287.100749719406,False
firecomp_L151,8014.965549433337,False
firecomp_L152,4280.244454719131,False
firecomp_L153,5081.100576285269,False
firecomp_L154,5386.547304405031,False
firecomp_L155,4353.874113842074,False
firecomp_L156,5189.32198382701,False
firecomp_L157,4118.386404270876,False
firecomp_L158,4200.530508146061,False
firecomp_L159,3774.3959802315117,False
firecomp_L160,4461.806386525736,False
firecomp_L161,4401.530275571867,False
firecomp_L162,3479.8858357372505,False
firecomp_L163,6095.411471861178,False
firecomp_L164,4586.83204319292,False
firecomp_L165,3539.7152321683366,False
firecomp_L166,5517.090206452659,False
firecomp_L167,3492.2273217587926,False
firecomp_L168,3599.305288306743,False
firecomp_L169,6063.809752284344,False
firecomp_L170,5238.989522327025,False
firecomp_L172,5311.067582599166,False
firecomp_L173,7181.388247148614,False
firecomp_L174,4209.279318983486,False
firecomp_L175,4996.683918301316,False
firecomp_L176,5722.709377777454,False
firecomp_Q001,6345.543816016245,False
firecomp_Q018,8602.416666666644,False
firecomp_Q041,7194.766666666698,False
firecomp_Q061,5882.951435406442,False
firecomp_Q252,5028.459902658604,False
firecomp_Q270,3313.772077534348,False
firecomp_Q288,2738.9842366710914,False
policeprct_1,9184.403846153922,False
policeprct_5,9368.000000000107,False
policeprct_6,9212.265625000104,False
policeprct_7,8796.06250000007,False
policeprct_9,9152.311111111028,False
policeprct_10,8503.462962962905,False
policeprct_13,9163.847826087056,False
policeprct_14,9380.999999999973,False
policeprct_17,9369.999999999942,False
policeprct_18,9003.807692307726,False
policeprct_19,8996.43989071051,False
policeprct_20,8990.359999999846,False
policeprct_23,7532.339285714301,False
policeprct_24,9163.84782608705,False
policeprct_25,7688.445833333394,False
policeprct_26,7210.846153846177,False
policeprct_28,8773.746031745957,False
policeprct_30,6994.642361110906,False
policeprct_32,7630.0891861763785,False
policeprct_33,8074.694444444325,False
policeprct_34,8428.406698564419,False
policeprct_40,6917.132458698003,False
policeprct_41,6071.917088294205,False
policeprct_42,5337.810176651207,False
policeprct_43,5063.289348099901,False
policeprct_44,6814.58494838461,False
policeprct_45,5347.910368328889,False
policeprct_46,6144.370157244988,False
policeprct_47,4956.935499620353,False
policeprct_48,6297.375603503233,False
policeprct_49,4521.00527963986,False
policeprct_50,6349.523295984759,False
policeprct_52,5642.121370426588,False
policeprct_60,5517.715446022211,False
policeprct_61,4906.378591839587,False
policeprct_62,4054.51202523233,False
policeprct_63,4741.969677718303,False
policeprct_66,5220.991075718477,False
policeprct_67,4299.830474246295,False
policeprct_68,4864.295241607938,False
policeprct_69,5065.154056835978,False
policeprct_70,4901.224787616422,False
policeprct_71,5201.312735424953,False
policeprct_72,4733.49308207276,False
policeprct_73,5792.448078402851,False
policeprct_75,5116.777409391556,False
policeprct_76,6493.0866340297025,False
policeprct_77,5354.699645910402,False
policeprct_78,5712.365007004678,False
policeprct_79,6068.530082722071,False
policeprct_81,5654.674319245063,False
policeprct_83,6020.930859640743,False
policeprct_84,7783.545608107803,False
policeprct_88,7091.737121212422,False
policeprct_90,6443.485937974462,False
policeprct_94,5764.037277906722,False
policeprct_100,6552.285059212179,False
policeprct_101,5678.3390724618275,False
policeprct_102,3481.977546050717,False
policeprct_103,4515.536713354438,False
policeprct_104,4354.648535195069,False
policeprct_105,4108.812932433239,False
policeprct_106,4427.8313422343235,False
policeprct_107,4845.830953110878,False
policeprct_108,5123.4487513443355,False
policeprct_109,4808.98761435833,False
policeprct_110,5152.726544547387,False
policeprct_111,4794.469634481209,False
policeprct_112,5130.295433858914,False
policeprct_113,4906.563116744703,False
policeprct_114,4844.839839806117,False
policeprct_115,4365.140028914536,False
policeprct_120,5636.27311280226,False
policeprct_121,4823.544176633856,False
policeprct_122,5347.827776647459,False
policeprct_123,5616.5245917981965,False
healtharea_100,5133.000025783669,False
healtharea_110,3598.727786671381,False
healtharea_120,3631.176583320589,False
healtharea_200,5606.90992154504,False
healtharea_210,5473.7267672469015,False
healtharea_221,6149.989320110733,False
healtharea_222,4994.3037025913245,False
healtharea_300,5358.433276418892,False
healtharea_310,4131.306845237917,False
healtharea_320,6366.464285714145,False
healtharea_400,6229.672081276001,False
healtharea_410,5399.004761904585,False
healtharea_420,3807.8480367965053,False
healtharea_500,6416.737402617846,False
healtharea_510,5006.541366400909,False
healtharea_520,4774.81104327711,False
healtharea_600,5188.464001498333,False
healtharea_610,4840.8548665757535,False
healtharea_620,4264.528176506414,False
healtharea_700,5289.399142836286,False
healtharea_710,5570.309855570096,False
healtharea_720,6596.5916178675925,False
healtharea_800,5567.841095498829,False
healtharea_810,4231.777573352373,False
healtharea_820,3927.1966410765967,False
healtharea_900,6774.8363105912695,False
healtharea_910,5545.264912006022,False
healtharea_920,4997.39800954393,False
healtharea_1000,6776.144867478079,False
healtharea_1011,4688.49999999993,False
healtharea_1012,6221.242806267726,False
healtharea_1021,5581.263825355706,False
healtharea_1022,4224.165142881716,False
healtharea_1100,5285.443242718417,False
healtharea_1200,6396.97352569778,False
healtharea_1210,5305.153235652973,False
healtharea_1220,5157.464927637364,False
healtharea_1300,6644.109183674008,False
healtharea_1310,3922.3645742453627,False
healtharea_1320,3696.5051863742624,False
healtharea_1400,4694.499999999641,False
healtharea_1410,5684.182691687265,False
healtharea_1420,5668.050804017422,False
healtharea_1500,5548.426404842777,False
healtharea_1510,5338.652777777592,False
healtharea_1520,5448.723809523024,False
healtharea_1600,5549.883558385621,False
healtharea_1700,3934.3101793790934,False
healtharea_1710,7972.349999999145,False
healtharea_1720,6033.071428571133,False
healtharea_1800,6816.039583333079,False
healtharea_1810,3263.743320852518,False
healtharea_1821,3998.6890142189263,False
healtharea_1822,3674.876282196732,False
healtharea_1900,7171.365215031493,False
healtharea_1910,6302.4589801730435,False
healtharea_1920,6128.809278923244,False
healtharea_1930,4338.2623620413815,False
healtharea_1940,4692.022252507198,False
healtharea_2000,6122.0366468250595,False
healtharea_2011,4675.706240153908,False
healtharea_2012,4238.319245150465,False
healtharea_2021,4488.1437719561545,False
healtharea_2022,3266.159194833011,False
healtharea_2100,5849.36159211109,False
healtharea_2110,4864.633426349524,False
healtharea_2120,6779.388888888836,False
healtharea_2121,3764.514864502466,False
healtharea_2122,4834.389228869665,False
healtharea_2130,6104.126537483373,False
healtharea_2140,4098.258225446748,False
healtharea_2150,6061.4375789227315,False
healtharea_2160,3685.9641531162115,False
healtharea_2170,4452.74144690832,False
healtharea_2200,6419.3102265146035,False
healtharea_2210,5417.621356421041,False
healtharea_2220,8446.899999999976,False
healtharea_2300,6745.318258477796,False
healtharea_2310,7668.356410256219,False
healtharea_2320,9387.999999999947,True
healtharea_2400,4977.018784562976,False
healtharea_2500,3734.1310550484977,False
healtharea_2600,4716.262849351686,False
healtharea_2700,4562.069444444371,False
healtharea_2710,4746.423319425642,False
healtharea_2720,5467.849694331726,False
healtharea_2800,5214.9479485987895,False
healtharea_2810,5359.896146714754,False
healtharea_2820,4046.9521780237787,False
healtharea_2900,5102.914602452645,False
healtharea_2910,3215.0923721667423,False
healtharea_2920,3869.849507198997,False
healtharea_3000,4059.9697383498237,False
healtharea_3010,4406.548653950348,False
healtharea_3020,5240.908456486594,False
healtharea_3030,5973.37363031133,False
healtharea_3100,4731.373628434525,False
healtharea_3110,9388.999999999894,True
healtharea_3120,9384.99999999998,False
healtharea_3200,6491.735822510473,False
healtharea_3210,4515.810510460557,False
healtharea_3220,5054.027401182296,False
healtharea_3300,4966.327372180713,False
healtharea_3310,7990.740740740492,False
healtharea_3320,7037.24999999988,False
healtharea_3400,4748.444944884375,False
healtharea_3500,5682.866747311873,False
healtharea_3510,5139.433961798342,False
healtharea_3520,4529.840620928917,False
healtharea_3531,3945.4721351728895,False
healtharea_3532,4409.002460929741,False
healtharea_3600,6780.468376068709,False
healtharea_3611,5619.055285077818,False
healtharea_3612,5172.021009548423,False
healtharea_3620,4849.828734709251,False
healtharea_3700,6876.175294943367,False
healtharea_3800,6317.918323263559,False
healtharea_3810,2142.5142857144483,False
healtharea_3820,4685.349905026522,False
healtharea_3900,3957.68963978907,False
healtharea_4000,7202.293516605542,False
healtharea_4100,7380.620966229105,False
healtharea_4200,6785.835899015266,False
healtharea_4300,5393.859541393107,False
healtharea_4400,6102.902592165749,False
healtharea_4500,7090.720779221,False
healtharea_4600,3493.4010483751754,False
healtharea_4700,6159.038154289516,False
healtharea_4800,6699.701058200609,False
healtharea_4900,4639.335927579266,False
healtharea_5000,9382.999999999987,False
healtharea_5010,4976.528932179131,False
healtharea_5020,6602.654999999717,False
healtharea_5200,8258.773188405905,False
healtharea_5300,8953.13636363629,False
healtharea_5310,3953.922728922647,False
healtharea_5320,5539.098003847929,False
healtharea_5400,5580.786672850713,False
healtharea_5500,7815.833333333255,False
healtharea_5510,3962.708445404389,False
healtharea_5520,4682.590192912865,False
healtharea_5600,7256.003074866407,False
healtharea_5700,8828.973958333268,False
healtharea_5800,9387.000000000166,True
healtharea_5810,4946.439835858788,False
healtharea_5820,5014.7697012139215,False
healtharea_5900,7103.393939393981,False
healtharea_6000,4941.899486932543,False
healtharea_6100,6290.037022501047,False
healtharea_6200,6512.177871147935,False
healtharea_6300,6126.125359246926,False
healtharea_6400,9377.999999999958,False
healtharea_6410,4550.5337772678995,False
healtharea_6420,5237.3690131303,False
healtharea_6500,5528.092935133317,False
healtharea_6600,4570.949314148134,False
healtharea_6700,5752.435178401658,False
healtharea_6800,7683.472021308617,False
healtharea_6900,4983.405106589134,False
healtharea_7000,3869.3860769410994,False
healtharea_7110,7017.081855501052,False
healtharea_7120,5038.967164996698,False
healtharea_7210,4935.199794745792,False
healtharea_7220,3860.870356779209,False
healtharea_7310,5408.352130166333,False
healtharea_7320,4461.788178266216,False
healtharea_7400,8911.449999999917,False
healtharea_7410,3660.631471569787,False
healtharea_7420,4706.653950362362,False
healtharea_7510,3691.159432503923,False
healtharea_7520,5262.3302167325155,False
healtharea_7600,6361.583262786334,False
healtharea_7700,6452.80342086436,False
healtharea_7800,9387.999999999995,True
healtharea_7810,4740.616365265259,False
healtharea_7820,4817.026777088001,False
healtharea_7910,4692.269642857085,False
healtharea_7920,2977.845012672257,False
healtharea_8000,9389.000000000138,True
healtharea_8010,4167.128568547163,False
healtharea_8020,5527.728601953301,False
healtharea_8110,4898.404183419212,False
healtharea_8120,4190.019269837683,False
healtharea_8200,3600.755167710197,False
healtharea_8300,4200.008573092982,False
healtharea_8400,3889.0759225340853,False
healtharea_8510,4682.340365368142,False
healtharea_8520,8860.277777777654,False
healtharea_8521,5947.141741881759,False
healtharea_8522,3545.4750666895507,False
healtharea_8610,5228.203759624894,False
healtharea_8620,4243.354186289356,False
healtharea_8710,4497.887072511212,False
healtharea_8721,4182.739314307323,False
healtharea_8722,4303.061965680908,False
healtharea_8800,9390.00000000016,True
healtharea_8810,4191.147005295936,False
healtharea_8821,4069.1893200575473,False
healtharea_8822,5526.190059042589,False
healtharea_8900,5511.73027310093,False
healtharea_9010,6255.573015873122,False
healtharea_9020,6509.527777777545,False
healtharea_9110,4361.251126651011,False
healtharea_9120,6762.100723622975,False
healtharea_9300,7041.250000000206,False
sanitboro_1,8389.715533331708,False
sanitboro_2,5159.493347694092,False
sanitboro_3,3857.5502576963568,False
sanitboro_4,3421.5754386201234,False
sanitboro_5,5045.603587420277,False
sanitsub_1A,6642.202077951081,False
sanitsub_1B,6105.703383906478,False
sanitsub_1C,4819.600101057277,False
sanitsub_1D,4542.0420050512475,False
sanitsub_1E,4476.130563672898,False
sanitsub_1F,9387.000000000007,True
sanitsub_1G,9384.99999999999,False
sanitsub_1H,9387.999999999998,True
sanitsub_1O,9387.999999999998,True
sanitsub_1Q,7822.833333333325,False
sanitsub_2A,6336.281792928653,False
sanitsub_2B,6018.533476863358,False
sanitsub_2C,4772.132451105783,False
sanitsub_2D,4596.040136574445,False
sanitsub_2E,4512.389298551404,False
sanitsub_2J,9390.000000000475,True
sanitsub_2K,8502.593749999643,False
sanitsub_2Q,9390.000000001539,True
sanitsub_2R,7041.250000000015,False
sanitsub_3A,6630.0863504348,False
sanitsub_3B,6712.125678956635,False
sanitsub_3C,4705.565416321893,False
sanitsub_3D,4682.34268362304,False
sanitsub_3E,4371.659722936925,False
sanitsub_3R,4694.499999999812,False
sanitsub_4A,6813.900703161587,False
sanitsub_4B,6340.976680901933,False
sanitsub_4C,5003.049488259222,False
sanitsub_4D,4572.018265512987,False
sanitsub_4E,4630.741339508305,False
sanitsub_4I,4694.499999999857,False
sanitsub_4N,5863.1015873011065,False
sanitsub_4P,3284.84999999985,False
sanitsub_5A,6094.20899149105,False
sanitsub_5B,6879.00332243986,False
sanitsub_5C,4557.443776013694,False
sanitsub_5D,3877.6960432969013,False
sanitsub_5E,4312.217372461192,False
sanitsub_5R,9390.000000000453,True
sanitsub_6C,4553.284283868716,False
sanitsub_6D,4629.355493617718,False
sanitsub_6E,4307.576330765677,False
sanitsub_7C,4361.3525943661125,False
sanitsub_7D,4746.350158422357,False
sanitsub_7E,4246.5176369041155,False
sanitsub_8C,6652.401023392145,False
sanitsub_8D,5487.094301327639,False
sanitsub_8E,5307.7377146927465,False
zonedist1_C,7553.289508100648,False
zonedist1_M,7246.378172076598,False
zonedist1_MR,7028.699593693201,False
zonedist1_R,477.8060441803805,False
spdist1_0,686.4044465409861,False
spdist1_1,5232.809655815697,False
ltdheight_0,29.63101853265332,False
ltdheight_1,8402.638528138361,False
landuse_0,6537.793650793407,False
landuse_1,2559.2917808705656,False
landuse_2,5627.643809829729,False
landuse_3,8984.269999999982,False
landuse_4,6480.275737367767,False
landuse_5,7964.177321156897,False
landuse_6,7857.592195766929,False
landuse_7,7517.609756097724,False
landuse_8,7957.617167919916,False
landuse_9,7507.630434783065,False
landuse_10,6963.2713213210955,False
landuse_11,7945.7495622572005,False
ext_0,2228.4798796442087,False
ext_1,3197.4092958133397,False
proxcode_0,6986.4509971176,False
proxcode_1,3417.299859303326,False
proxcode_2,2960.5530666662185,False
irrlotcode_N,995.8950515037615,False
irrlotcode_Y,5293.58069070952,False
lottype_0,8644.651053639842,False
lottype_1,7536.059629629416,False
lottype_2,7554.83882783823,False
lottype_3,5346.8440246289265,False
lottype_4,8325.9462962962,False
lottype_5,899.2486670579918,False
lottype_6,6900.827161078272,False
lottype_8,7157.984375000864,False
borocode_1,8389.71553333171,False
borocode_2,5157.185296113395,False
borocode_3,3857.5502576963568,False
borocode_4,3421.257248355962,False
borocode_5,5045.603587420277,False
edesignum_0,74.5089830917637,False
edesignum_1,6785.430822935167,False
sanitdistrict_1,5082.9042980968015,False
sanitdistrict_2,5551.352436062098,False
sanitdistrict_3,5027.987064028273,False
sanitdistrict_4,5902.778503185597,False
sanitdistrict_5,4673.12323377704,False
sanitdistrict_6,5865.0839733887005,False
sanitdistrict_7,4907.998735805857,False
sanitdistrict_8,5544.500673511473,False
sanitdistrict_9,4317.810553058501,False
sanitdistrict_10,4716.807232182193,False
sanitdistrict_11,4527.2914632918855,False
sanitdistrict_12,4757.604593890293,False
sanitdistrict_13,4242.552623128233,False
sanitdistrict_14,5454.807352384533,False
sanitdistrict_15,4904.435983608574,False
sanitdistrict_16,5792.448078402851,False
sanitdistrict_17,4299.830474246295,False
sanitdistrict_18,4949.366022844225,False
healthcenterdistrict_11,8079.055468341452,False
healthcenterdistrict_12,7911.399122807195,False
healthcenterdistrict_13,9099.55399061036,False
healthcenterdistrict_14,9070.138888888721,False
healthcenterdistrict_15,9009.152968036431,False
healthcenterdistrict_16,8511.382352941047,False
healthcenterdistrict_17,7907.686767676848,False
healthcenterdistrict_21,5911.611990317565,False
healthcenterdistrict_22,5531.187049061647,False
healthcenterdistrict_23,6804.241713907843,False
healthcenterdistrict_24,4742.0413928108355,False
healthcenterdistrict_25,6423.884179033395,False
healthcenterdistrict_26,5155.305341901645,False
healthcenterdistrict_30,6117.3271797677835,False
healthcenterdistrict_31,4761.777180082328,False
healthcenterdistrict_32,5330.864503942332,False
healthcenterdistrict_33,5261.879598238626,False
healthcenterdistrict_34,5637.646335455119,False
healthcenterdistrict_35,4517.150864037339,False
healthcenterdistrict_36,6915.028510965881,False
healthcenterdistrict_37,4636.193334075758,False
healthcenterdistrict_38,6373.596588986597,False
healthcenterdistrict_39,5092.833791913552,False
healthcenterdistrict_41,4945.445398573043,False
healthcenterdistrict_42,4652.780208381532,False
healthcenterdistrict_43,4815.018848028532,False
healthcenterdistrict_44,4532.4513732377145,False
healthcenterdistrict_45,4504.194067134146,False
healthcenterdistrict_46,4538.9317065876685,False
healthcenterdistrict_51,5045.603587420277,False
pfirm15_flag_0,505.7315173710667,False
pfirm15_flag_1,6221.357263976623,False
